Date,Open,High,Low,Close,Adj Close,Volume
2015-02-02,54.529998779296875,55.650001525878906,54.27000045776367,55.470001220703125,42.3503303527832,20308900
2015-02-03,55.90999984741211,56.779998779296875,55.869998931884766,56.720001220703125,43.304683685302734,18812500
2015-02-04,56.31999969482422,57.06999969482422,56.279998779296875,56.380001068115234,43.04509735107422,14934100
2015-02-05,56.86000061035156,57.040000915527344,56.459999084472656,56.77000045776367,43.342857360839844,11293900
2015-02-06,57.75,58.72999954223633,57.540000915527344,57.88999938964844,44.19794845581055,25214000
2015-02-09,57.41999816894531,58.099998474121094,57.22999954223633,57.81999969482422,44.14450454711914,14372400
2015-02-10,58.41999816894531,58.709999084472656,58.04999923706055,58.459999084472656,44.63312911987305,16367300
2015-02-11,58.060001373291016,58.65999984741211,57.84000015258789,58.369998931884766,44.56442642211914,13061900
2015-02-12,58.93000030517578,59.709999084472656,58.54999923706055,59.56999969482422,45.480594635009766,23211300
2015-02-13,59.459999084472656,60.220001220703125,59.34000015258789,59.66999816894531,45.556949615478516,16479100
2015-02-17,59.36000061035156,60.13999938964844,59.31999969482422,60.099998474121094,45.885257720947266,15308800
2015-02-18,60.099998474121094,60.099998474121094,59.119998931884766,59.369998931884766,45.327903747558594,14278100
2015-02-19,59.150001525878906,59.47999954223633,58.79999923706055,59.22999954223633,45.22100830078125,11256500
2015-02-20,58.959999084472656,59.88999938964844,58.349998474121094,59.79999923706055,45.65620422363281,15379000
2015-02-23,59.5,59.529998779296875,58.79999923706055,59.349998474121094,45.31263732910156,16814000
2015-02-24,60.25,61.25,60.08000183105469,60.81999969482422,46.434959411621094,22937700
2015-02-25,60.7599983215332,61.27000045776367,60.75,61.13999938964844,46.679264068603516,18307900
2015-02-26,61.029998779296875,61.70000076293945,60.90999984741211,61.58000183105469,47.01520919799805,15444800
2015-02-27,61.130001068115234,61.91999816894531,61.130001068115234,61.279998779296875,46.78614807128906,15225900
2015-03-02,61.279998779296875,61.83000183105469,61.029998779296875,61.77000045776367,47.16025161743164,13047300
2015-03-03,61.650001525878906,61.9900016784668,61.5,61.970001220703125,47.31295394897461,13706900
2015-03-04,61.63999938964844,62.16999816894531,61.349998474121094,62.130001068115234,47.43511962890625,16625500
2015-03-05,62.20000076293945,62.22999954223633,61.599998474121094,62.0,47.335853576660156,10931300
2015-03-06,62.15999984741211,62.869998931884766,60.79999923706055,60.88999938964844,46.488399505615234,22719200
2015-03-09,60.84000015258789,61.630001068115234,60.79999923706055,61.5,46.9541130065918,13001500
2015-03-10,60.7599983215332,61.0099983215332,59.959999084472656,59.959999084472656,45.77836227416992,16357700
2015-03-11,60.130001068115234,60.650001525878906,59.959999084472656,60.2400016784668,45.992122650146484,13015600
2015-03-12,60.650001525878906,61.45000076293945,60.650001525878906,61.369998931884766,46.85487365722656,18159600
2015-03-13,61.400001525878906,61.86000061035156,60.43000030517578,61.0,46.5723762512207,16506200
2015-03-16,61.5,61.91999816894531,61.25,61.849998474121094,47.22134017944336,15182900
2015-03-17,61.34000015258789,61.65999984741211,60.91999816894531,61.61000061035156,47.0380973815918,11718300
2015-03-18,61.38999938964844,62.04999923706055,61.09000015258789,61.75,47.144981384277344,15697900
2015-03-19,61.56999969482422,61.650001525878906,60.7599983215332,61.20000076293945,46.72509002685547,11523800
2015-03-20,61.31999969482422,62.099998474121094,61.150001525878906,61.75,47.144981384277344,18368300
2015-03-23,61.75,62.08000183105469,61.119998931884766,61.13999938964844,46.679264068603516,15112900
2015-03-24,60.970001220703125,61.2400016784668,60.45000076293945,60.459999084472656,46.160099029541016,12128700
2015-03-25,60.529998779296875,60.63999938964844,59.59000015258789,59.61000061035156,45.51112747192383,14950900
2015-03-26,59.459999084472656,59.790000915527344,58.869998931884766,59.540000915527344,45.45769500732422,14039600
2015-03-27,59.4900016784668,59.779998779296875,59.0,59.54999923706055,45.465335845947266,11755800
2015-03-30,60.880001068115234,61.459999084472656,60.61000061035156,60.959999084472656,46.541839599609375,20656500
2015-03-31,60.720001220703125,60.939998626708984,60.41999816894531,60.58000183105469,46.25171661376953,17346700
2015-04-01,60.40999984741211,60.56999969482422,59.72999954223633,59.95000076293945,46.074954986572266,18100600
2015-04-02,60.06999969482422,60.70000076293945,60.0,60.52000045776367,46.513023376464844,12697800
2015-04-06,59.91999816894531,60.75,59.650001525878906,60.470001220703125,46.47460174560547,12025200
2015-04-07,61.150001525878906,61.5,60.849998474121094,60.849998474121094,46.766658782958984,11505500
2015-04-08,61.060001373291016,61.560001373291016,60.939998626708984,61.04999923706055,46.92035675048828,11734000
2015-04-09,61.27000045776367,61.58000183105469,60.83000183105469,61.470001220703125,47.24315643310547,11728500
2015-04-10,61.349998474121094,61.779998779296875,61.20000076293945,61.70000076293945,47.41992950439453,9869700
2015-04-13,61.63999938964844,62.27000045776367,61.5,62.06999969482422,47.70429229736328,15468700
2015-04-14,62.959999084472656,63.61000061035156,62.7400016784668,63.040000915527344,48.44978713989258,33775400
2015-04-15,63.08000183105469,64.4800033569336,63.0099983215332,64.20999908447266,49.3489990234375,28732200
2015-04-16,64.08000183105469,64.2699966430664,63.65999984741211,63.810001373291016,49.04157638549805,16640500
2015-04-17,63.25,63.400001525878906,62.4900016784668,62.84000015258789,48.296077728271484,20221200
2015-04-20,63.220001220703125,63.52000045776367,63.13999938964844,63.2400016784668,48.6035041809082,12755300
2015-04-21,63.33000183105469,63.599998474121094,62.130001068115234,62.310001373291016,47.888736724853516,14985100
2015-04-22,62.650001525878906,63.150001525878906,62.029998779296875,62.939998626708984,48.372928619384766,14484700
2015-04-23,62.790000915527344,63.209999084472656,62.599998474121094,62.79999923706055,48.26533126831055,12851300
2015-04-24,62.630001068115234,62.84000015258789,62.34000015258789,62.599998474121094,48.11162567138672,9597500
2015-04-27,62.70000076293945,63.150001525878906,62.310001373291016,62.34000015258789,47.911800384521484,11146400
2015-04-28,62.4900016784668,62.779998779296875,61.77000045776367,62.7599983215332,48.234580993652344,12307800
2015-04-29,62.560001373291016,63.88999938964844,62.459999084472656,63.599998474121094,48.88016891479492,17601200
2015-04-30,63.58000183105469,63.880001068115234,62.91999816894531,63.2599983215332,48.618865966796875,16840900
2015-05-01,63.70000076293945,63.869998931884766,63.33000183105469,63.61000061035156,48.88786315917969,11640100
2015-05-04,63.68000030517578,64.87000274658203,63.63999938964844,64.72000122070312,49.740966796875,14972500
2015-05-05,64.51000213623047,65.31999969482422,64.29000091552734,64.4000015258789,49.49502182006836,17692400
2015-05-06,64.52999877929688,65.06999969482422,63.41999816894531,63.91999816894531,49.12610626220703,18087900
2015-05-07,63.66999816894531,64.5999984741211,63.25,64.5,49.571868896484375,15039900
2015-05-08,64.97000122070312,65.6500015258789,64.5999984741211,65.48999786376953,50.33274459838867,16802600
2015-05-11,65.26000213623047,65.63999938964844,65.08000183105469,65.44999694824219,50.30200958251953,13798800
2015-05-12,65.30999755859375,65.54000091552734,64.76000213623047,65.36000061035156,50.23284149169922,12762200
2015-05-13,65.41999816894531,65.62999725341797,65.05999755859375,65.5199966430664,50.35580825805664,11874100
2015-05-14,65.83000183105469,66.18000030517578,65.70999908447266,66.05000305175781,50.763145446777344,11855500
2015-05-15,66.12999725341797,66.16000366210938,65.44000244140625,65.87999725341797,50.632484436035156,11152100
2015-05-18,65.80000305175781,66.54000091552734,65.80000305175781,66.41999816894531,51.04750442504883,10510900
2015-05-19,66.7699966430664,67.19000244140625,66.56999969482422,67.01000213623047,51.50096130371094,14282700
2015-05-20,66.94999694824219,67.02999877929688,66.4000015258789,66.4800033569336,51.09362030029297,12446000
2015-05-21,66.13999938964844,66.68000030517578,66.01000213623047,66.6500015258789,51.22427749633789,12934500
2015-05-22,66.62999725341797,66.83000183105469,66.31999969482422,66.47000122070312,51.085941314697266,9296900
2015-05-26,66.19999694824219,66.29000091552734,65.30999755859375,65.7300033569336,50.51719665527344,15571300
2015-05-27,65.94999694824219,66.6500015258789,65.81999969482422,66.47000122070312,51.085941314697266,10963700
2015-05-28,66.36000061035156,66.4000015258789,65.73999786376953,66.19999694824219,50.8784294128418,11797400
2015-05-29,66.18000030517578,66.22000122070312,65.36000061035156,65.77999877929688,50.555625915527344,14310700
2015-06-01,65.98999786376953,66.66000366210938,65.97000122070312,66.08000183105469,50.786190032958984,11899300
2015-06-02,65.83000183105469,66.38999938964844,65.58000183105469,66.0199966430664,50.740081787109375,12784200
2015-06-03,66.43000030517578,67.12999725341797,66.2699966430664,66.69999694824219,51.26270294189453,12927300
2015-06-04,66.30999755859375,67.05000305175781,66.01000213623047,66.33000183105469,50.97833251953125,13863300
2015-06-05,67.37000274658203,67.83999633789062,67.01000213623047,67.41999816894531,51.81605529785156,20801100
2015-06-08,67.45999908447266,67.55000305175781,66.80999755859375,66.88999938964844,51.408729553222656,14558700
2015-06-09,66.94999694824219,67.2699966430664,66.47000122070312,67.18000030517578,51.63161849975586,13263500
2015-06-10,67.58999633789062,68.5,67.47000122070312,68.26000213623047,52.46165084838867,17478900
2015-06-11,68.36000061035156,68.68000030517578,68.1500015258789,68.5199966430664,52.66147994995117,13739900
2015-06-12,68.30999755859375,68.54000091552734,67.87000274658203,68.25,52.453948974609375,11804700
2015-06-15,67.58000183105469,68.20999908447266,67.30000305175781,67.98999786376953,52.25414276123047,14082300
2015-06-16,67.7699966430664,68.5199966430664,67.62000274658203,68.37000274658203,52.546207427978516,11692800
2015-06-17,68.41000366210938,68.68000030517578,68.04000091552734,68.13999938964844,52.369422912597656,14521900
2015-06-18,68.3499984741211,68.81999969482422,67.9000015258789,68.77999877929688,52.86131286621094,16759600
2015-06-19,68.45999908447266,68.66999816894531,67.91999816894531,68.08000183105469,52.32332229614258,21606400
2015-06-22,68.87000274658203,69.29000091552734,68.75,68.95999908447266,52.999637603759766,14306700
2015-06-23,69.3499984741211,69.81999969482422,69.19000244140625,69.75,53.606788635253906,15736900
2015-06-24,69.51000213623047,69.7699966430664,68.91000366210938,69.0199966430664,53.04575729370117,16995000
2015-06-25,69.31999969482422,69.47000122070312,68.63999938964844,68.6500015258789,52.761383056640625,13314300
2015-06-26,68.94000244140625,69.29000091552734,68.7699966430664,68.94999694824219,52.99195098876953,14489200
2015-06-29,67.68000030517578,68.26000213623047,67.16000366210938,67.19999694824219,51.646976470947266,19934400
2015-06-30,67.88999938964844,68.11000061035156,67.16000366210938,67.76000213623047,52.0773811340332,20677400
2015-07-01,68.12000274658203,68.38999938964844,67.77999877929688,68.06999969482422,52.657554626464844,13964400
2015-07-02,67.94999694824219,68.12999725341797,67.19000244140625,67.5199966430664,52.23209762573242,12822900
2015-07-06,66.87999725341797,67.45999908447266,66.54000091552734,67.33000183105469,52.08510971069336,13527100
2015-07-07,67.08999633789062,67.22000122070312,65.30000305175781,66.80000305175781,51.67512512207031,22421500
2015-07-08,66.0,66.16000366210938,65.20999908447266,65.43000030517578,50.61532211303711,17707200
2015-07-09,66.48999786376953,66.69999694824219,65.98999786376953,66.11000061035156,51.1413459777832,14984700
2015-07-10,67.22000122070312,67.4000015258789,66.83000183105469,67.05000305175781,51.86851119995117,12356100
2015-07-13,67.88999938964844,68.13999938964844,67.68000030517578,68.08999633789062,52.67302322387695,16175600
2015-07-14,67.9800033569336,69.0999984741211,67.76000213623047,69.04000091552734,53.40793228149414,20185100
2015-07-15,69.2300033569336,69.43000030517578,68.8499984741211,69.19000244140625,53.52397537231445,16891600
2015-07-16,69.62999725341797,69.94999694824219,69.41000366210938,69.55999755859375,53.81019973754883,18035700
2015-07-17,69.3499984741211,69.48999786376953,68.91999816894531,69.20999908447266,53.53944396972656,14040700
2015-07-20,69.5,69.7699966430664,69.18000030517578,69.26000213623047,53.57811737060547,11512900
2015-07-21,69.16000366210938,69.54000091552734,68.87000274658203,69.0999984741211,53.45433807373047,11659900
2015-07-22,69.27999877929688,70.29000091552734,69.19999694824219,70.08000183105469,54.212440490722656,15493000
2015-07-23,70.19000244140625,70.61000061035156,69.45999908447266,69.63999938964844,53.87207794189453,14331800
2015-07-24,69.44000244140625,69.55999755859375,68.68000030517578,68.91000366210938,53.307369232177734,12413900
2015-07-27,68.1500015258789,68.22000122070312,67.56999969482422,68.01000213623047,52.61114501953125,16801600
2015-07-28,68.55000305175781,68.5999984741211,67.7699966430664,68.05000305175781,52.64208984375,14932400
2015-07-29,68.31999969482422,69.0999984741211,68.16000366210938,68.94000244140625,53.33057403564453,13059200
2015-07-30,68.93000030517578,69.44999694824219,68.54000091552734,69.04000091552734,53.40793228149414,10197200
2015-07-31,69.01000213623047,69.04000091552734,68.4000015258789,68.52999877929688,53.01340866088867,11911800
2015-08-03,68.58999633789062,68.83999633789062,68.0,68.52999877929688,53.01340866088867,9980600
